time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
17,0.084,0.084,0.084,0.086,0.087,0.085,0.086,0.088,0.086,0.086,0.084,0.083,0.083,0.099,0.129,0.11,0.087,0.143,0.102,0.127,0.088,0.107,0.088,0.085,0.083,0.087,0.087,0.129,0.102,0.086,0.126,0.106,0.108,0.099,0.141,0.085,0.083,0.107,0.1,0.099,0.127,0.086,0.11,0.144,0.09,0.123,0.1,0.084,0.084,0.129,0.101,0.147,0.11,0.097,0.086,0.126,0.109,0.087,0.085,0.084,0.084,0.13,0.112,0.086,0.088,0.11,0.15,0.089,0.1,0.102,0.125,0.084,0.084,0.109,0.129,0.086,0.148,0.101,0.098,0.087,0.128,0.088,0.11,0.084,0.085,0.083,0.085,0.084,0.084,0.085,0.084,0.084,0.084,0.085,0.084,0.085
17.5,0.084,0.084,0.084,0.086,0.087,0.086,0.086,0.088,0.086,0.086,0.084,0.084,0.083,0.099,0.129,0.11,0.087,0.143,0.102,0.127,0.087,0.107,0.088,0.085,0.083,0.087,0.087,0.129,0.102,0.086,0.126,0.106,0.109,0.099,0.141,0.085,0.084,0.107,0.101,0.099,0.127,0.086,0.109,0.144,0.09,0.123,0.101,0.084,0.084,0.129,0.101,0.147,0.11,0.097,0.086,0.126,0.109,0.087,0.085,0.084,0.084,0.13,0.112,0.085,0.088,0.11,0.15,0.089,0.1,0.102,0.125,0.085,0.084,0.109,0.129,0.086,0.149,0.103,0.099,0.087,0.128,0.088,0.111,0.084,0.085,0.083,0.084,0.084,0.084,0.085,0.084,0.084,0.084,0.085,0.084,0.086
18,0.084,0.084,0.084,0.086,0.087,0.085,0.086,0.089,0.086,0.087,0.084,0.084,0.083,0.099,0.128,0.11,0.088,0.143,0.102,0.127,0.088,0.107,0.088,0.085,0.083,0.087,0.087,0.129,0.102,0.086,0.127,0.106,0.109,0.099,0.141,0.085,0.084,0.107,0.101,0.099,0.127,0.086,0.11,0.144,0.09,0.123,0.101,0.084,0.084,0.129,0.101,0.147,0.11,0.097,0.086,0.127,0.109,0.088,0.085,0.084,0.084,0.131,0.112,0.086,0.088,0.11,0.15,0.089,0.1,0.102,0.125,0.085,0.084,0.109,0.129,0.086,0.149,0.101,0.099,0.087,0.128,0.088,0.111,0.084,0.085,0.083,0.085,0.084,0.084,0.085,0.085,0.084,0.084,0.085,0.084,0.086
18.5,0.084,0.084,0.084,0.086,0.087,0.086,0.086,0.088,0.086,0.087,0.084,0.084,0.083,0.099,0.129,0.11,0.088,0.143,0.102,0.127,0.088,0.107,0.088,0.085,0.083,0.087,0.087,0.129,0.102,0.086,0.127,0.106,0.109,0.1,0.141,0.085,0.084,0.107,0.101,0.099,0.128,0.087,0.109,0.144,0.09,0.123,0.101,0.084,0.084,0.129,0.101,0.147,0.11,0.097,0.086,0.127,0.109,0.088,0.085,0.084,0.084,0.131,0.112,0.086,0.088,0.11,0.15,0.089,0.1,0.102,0.125,0.085,0.084,0.109,0.13,0.086,0.149,0.101,0.099,0.087,0.128,0.088,0.111,0.084,0.085,0.084,0.085,0.084,0.084,0.085,0.084,0.084,0.084,0.085,0.084,0.086
19,0.084,0.084,0.084,0.086,0.087,0.086,0.086,0.088,0.086,0.087,0.084,0.084,0.083,0.099,0.129,0.11,0.087,0.143,0.102,0.127,0.087,0.107,0.088,0.085,0.083,0.087,0.087,0.129,0.102,0.086,0.127,0.106,0.108,0.099,0.141,0.085,0.084,0.107,0.101,0.099,0.128,0.086,0.109,0.144,0.09,0.123,0.101,0.084,0.084,0.13,0.101,0.147,0.11,0.097,0.086,0.127,0.109,0.087,0.085,0.084,0.084,0.131,0.112,0.086,0.088,0.109,0.15,0.088,0.1,0.102,0.125,0.084,0.085,0.109,0.129,0.086,0.149,0.101,0.099,0.087,0.129,0.088,0.111,0.085,0.085,0.083,0.084,0.084,0.084,0.085,0.084,0.084,0.084,0.085,0.084,0.086
19.5,0.084,0.085,0.084,0.086,0.087,0.086,0.086,0.088,0.086,0.087,0.084,0.084,0.083,0.099,0.129,0.11,0.088,0.144,0.102,0.127,0.088,0.107,0.088,0.085,0.083,0.087,0.087,0.129,0.102,0.086,0.127,0.106,0.108,0.099,0.14,0.085,0.084,0.107,0.1,0.099,0.128,0.086,0.11,0.144,0.09,0.123,0.101,0.085,0.084,0.129,0.101,0.147,0.11,0.097,0.086,0.127,0.109,0.087,0.085,0.084,0.084,0.131,0.112,0.086,0.088,0.11,0.15,0.089,0.1,0.102,0.125,0.084,0.085,0.109,0.13,0.086,0.15,0.101,0.099,0.087,0.129,0.088,0.111,0.084,0.085,0.083,0.085,0.084,0.084,0.085,0.085,0.084,0.084,0.085,0.084,0.086
20,0.084,0.085,0.084,0.086,0.088,0.086,0.086,0.088,0.086,0.087,0.084,0.084,0.083,0.099,0.13,0.11,0.088,0.144,0.102,0.127,0.088,0.107,0.088,0.086,0.084,0.087,0.087,0.129,0.102,0.086,0.127,0.106,0.108,0.099,0.14,0.085,0.084,0.107,0.101,0.099,0.128,0.087,0.11,0.144,0.09,0.123,0.101,0.085,0.084,0.13,0.101,0.147,0.11,0.098,0.086,0.127,0.109,0.087,0.085,0.084,0.084,0.131,0.112,0.086,0.088,0.11,0.15,0.088,0.1,0.102,0.125,0.084,0.085,0.11,0.13,0.087,0.15,0.103,0.099,0.087,0.129,0.088,0.111,0.085,0.085,0.084,0.085,0.084,0.084,0.085,0.085,0.084,0.084,0.085,0.084,0.086
20.5,0.084,0.084,0.084,0.086,0.087,0.086,0.086,0.088,0.086,0.087,0.084,0.084,0.083,0.099,0.129,0.11,0.088,0.144,0.102,0.127,0.088,0.107,0.088,0.086,0.083,0.087,0.087,0.129,0.102,0.086,0.127,0.106,0.108,0.099,0.139,0.085,0.084,0.107,0.101,0.099,0.128,0.086,0.11,0.144,0.09,0.123,0.101,0.085,0.084,0.13,0.101,0.147,0.11,0.097,0.086,0.128,0.108,0.087,0.085,0.084,0.084,0.131,0.112,0.086,0.088,0.11,0.15,0.088,0.1,0.102,0.125,0.085,0.085,0.109,0.129,0.086,0.15,0.102,0.099,0.087,0.129,0.088,0.111,0.084,0.085,0.084,0.085,0.084,0.084,0.085,0.085,0.084,0.084,0.085,0.084,0.086
21,0.086,0.084,0.084,0.086,0.087,0.085,0.086,0.088,0.086,0.087,0.084,0.084,0.083,0.099,0.13,0.111,0.088,0.144,0.102,0.127,0.087,0.106,0.088,0.085,0.084,0.087,0.087,0.129,0.102,0.086,0.128,0.106,0.108,0.1,0.139,0.085,0.084,0.107,0.101,0.099,0.128,0.087,0.11,0.145,0.09,0.123,0.101,0.085,0.084,0.13,0.101,0.147,0.11,0.097,0.086,0.128,0.109,0.087,0.085,0.084,0.084,0.131,0.112,0.086,0.088,0.11,0.15,0.089,0.099,0.102,0.125,0.085,0.085,0.109,0.129,0.086,0.15,0.102,0.099,0.087,0.129,0.088,0.111,0.085,0.085,0.084,0.085,0.084,0.084,0.085,0.084,0.084,0.084,0.085,0.084,0.086
21.5,0.086,0.085,0.084,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.085,0.084,0.083,0.099,0.13,0.111,0.088,0.145,0.102,0.127,0.088,0.106,0.088,0.086,0.084,0.087,0.087,0.13,0.102,0.086,0.128,0.106,0.108,0.099,0.139,0.085,0.084,0.107,0.101,0.099,0.128,0.086,0.11,0.145,0.09,0.123,0.101,0.085,0.085,0.13,0.101,0.147,0.11,0.098,0.086,0.128,0.109,0.087,0.085,0.084,0.084,0.131,0.112,0.085,0.088,0.109,0.151,0.089,0.1,0.102,0.125,0.084,0.085,0.11,0.13,0.086,0.15,0.102,0.099,0.087,0.129,0.088,0.111,0.085,0.085,0.084,0.085,0.084,0.084,0.085,0.085,0.084,0.085,0.085,0.084,0.086
22,0.086,0.084,0.084,0.086,0.087,0.086,0.086,0.089,0.086,0.087,0.084,0.084,0.083,0.099,0.13,0.11,0.088,0.144,0.102,0.127,0.088,0.106,0.088,0.085,0.084,0.087,0.087,0.129,0.101,0.086,0.128,0.105,0.108,0.099,0.138,0.085,0.084,0.107,0.102,0.099,0.128,0.086,0.109,0.145,0.09,0.123,0.1,0.084,0.084,0.13,0.101,0.147,0.11,0.097,0.086,0.128,0.108,0.087,0.085,0.084,0.084,0.132,0.112,0.085,0.088,0.109,0.15,0.088,0.099,0.102,0.125,0.084,0.085,0.109,0.13,0.086,0.15,0.103,0.099,0.087,0.129,0.088,0.111,0.085,0.085,0.083,0.085,0.084,0.084,0.085,0.085,0.084,0.084,0.085,0.084,0.086
22.5,0.086,0.085,0.085,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.084,0.084,0.083,0.1,0.13,0.11,0.088,0.145,0.102,0.128,0.088,0.106,0.088,0.085,0.084,0.087,0.087,0.13,0.102,0.086,0.129,0.106,0.108,0.099,0.138,0.085,0.084,0.107,0.101,0.099,0.129,0.086,0.109,0.145,0.091,0.123,0.1,0.085,0.085,0.13,0.101,0.147,0.11,0.097,0.086,0.129,0.108,0.088,0.085,0.084,0.085,0.132,0.112,0.086,0.088,0.109,0.15,0.089,0.1,0.102,0.124,0.085,0.085,0.109,0.13,0.087,0.151,0.103,0.099,0.087,0.129,0.088,0.111,0.085,0.085,0.084,0.085,0.084,0.085,0.085,0.085,0.084,0.085,0.086,0.084,0.086
23,0.086,0.085,0.085,0.086,0.088,0.086,0.086,0.088,0.086,0.087,0.085,0.084,0.083,0.099,0.13,0.11,0.088,0.145,0.102,0.128,0.088,0.106,0.088,0.086,0.084,0.087,0.087,0.13,0.102,0.086,0.129,0.106,0.108,0.099,0.138,0.086,0.084,0.107,0.101,0.099,0.129,0.087,0.11,0.146,0.091,0.123,0.101,0.085,0.085,0.13,0.101,0.148,0.11,0.097,0.086,0.129,0.108,0.088,0.085,0.084,0.085,0.132,0.112,0.086,0.088,0.11,0.151,0.089,0.1,0.102,0.125,0.085,0.085,0.11,0.13,0.087,0.151,0.102,0.099,0.087,0.13,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.084,0.086
23.5,0.086,0.084,0.084,0.086,0.087,0.086,0.086,0.088,0.086,0.087,0.085,0.084,0.083,0.099,0.13,0.11,0.088,0.145,0.102,0.128,0.087,0.106,0.088,0.085,0.084,0.087,0.087,0.13,0.102,0.086,0.129,0.106,0.108,0.099,0.137,0.085,0.084,0.107,0.101,0.099,0.129,0.086,0.11,0.146,0.091,0.123,0.1,0.084,0.084,0.13,0.101,0.148,0.109,0.097,0.086,0.129,0.108,0.088,0.085,0.084,0.085,0.132,0.112,0.086,0.088,0.109,0.151,0.089,0.1,0.102,0.125,0.085,0.085,0.109,0.13,0.086,0.151,0.103,0.099,0.087,0.13,0.088,0.111,0.085,0.085,0.084,0.085,0.084,0.085,0.085,0.085,0.084,0.084,0.086,0.084,0.086
24,0.086,0.085,0.084,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.085,0.084,0.083,0.1,0.13,0.11,0.088,0.146,0.102,0.128,0.088,0.106,0.088,0.086,0.084,0.087,0.087,0.13,0.102,0.086,0.13,0.106,0.108,0.099,0.137,0.086,0.084,0.107,0.101,0.099,0.13,0.086,0.109,0.146,0.09,0.123,0.1,0.085,0.084,0.131,0.101,0.148,0.11,0.097,0.086,0.13,0.108,0.088,0.085,0.084,0.085,0.132,0.112,0.086,0.088,0.109,0.151,0.089,0.1,0.102,0.124,0.085,0.085,0.11,0.13,0.086,0.151,0.102,0.099,0.087,0.13,0.088,0.111,0.085,0.086,0.084,0.085,0.084,0.084,0.085,0.085,0.084,0.085,0.086,0.084,0.086
24.5,0.086,0.085,0.084,0.086,0.087,0.086,0.087,0.088,0.086,0.087,0.085,0.084,0.083,0.099,0.13,0.11,0.088,0.145,0.102,0.128,0.088,0.106,0.088,0.086,0.084,0.087,0.087,0.13,0.102,0.086,0.129,0.105,0.108,0.099,0.137,0.085,0.084,0.107,0.101,0.099,0.13,0.086,0.109,0.146,0.09,0.123,0.1,0.085,0.085,0.131,0.101,0.148,0.11,0.097,0.086,0.13,0.108,0.088,0.085,0.084,0.085,0.133,0.112,0.086,0.088,0.11,0.151,0.088,0.1,0.102,0.125,0.085,0.085,0.109,0.13,0.086,0.151,0.102,0.099,0.087,0.13,0.088,0.111,0.085,0.085,0.084,0.085,0.084,0.084,0.085,0.085,0.084,0.085,0.086,0.084,0.086
25,0.086,0.085,0.085,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.085,0.085,0.083,0.099,0.13,0.11,0.088,0.146,0.102,0.128,0.088,0.106,0.088,0.086,0.084,0.087,0.087,0.13,0.102,0.086,0.13,0.106,0.108,0.099,0.136,0.086,0.084,0.107,0.101,0.099,0.13,0.087,0.109,0.146,0.09,0.123,0.1,0.085,0.085,0.131,0.101,0.148,0.11,0.098,0.086,0.13,0.108,0.088,0.085,0.084,0.085,0.133,0.112,0.086,0.088,0.109,0.152,0.089,0.1,0.102,0.125,0.085,0.085,0.11,0.13,0.087,0.151,0.102,0.099,0.087,0.13,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.084,0.086
25.5,0.086,0.085,0.084,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.085,0.084,0.083,0.099,0.131,0.11,0.088,0.146,0.102,0.128,0.088,0.106,0.088,0.086,0.084,0.087,0.087,0.13,0.102,0.086,0.13,0.105,0.108,0.099,0.136,0.086,0.084,0.107,0.101,0.099,0.13,0.087,0.109,0.146,0.09,0.123,0.1,0.085,0.085,0.131,0.101,0.148,0.109,0.097,0.086,0.13,0.108,0.088,0.085,0.084,0.085,0.133,0.112,0.086,0.088,0.109,0.152,0.089,0.1,0.102,0.125,0.085,0.085,0.11,0.13,0.087,0.151,0.102,0.099,0.087,0.13,0.088,0.111,0.085,0.086,0.084,0.085,0.084,0.085,0.085,0.085,0.084,0.085,0.086,0.085,0.086
26,0.086,0.084,0.084,0.086,0.087,0.086,0.086,0.088,0.086,0.087,0.084,0.084,0.083,0.099,0.13,0.11,0.088,0.146,0.102,0.128,0.087,0.105,0.088,0.085,0.084,0.087,0.087,0.13,0.102,0.086,0.129,0.105,0.108,0.099,0.135,0.085,0.084,0.107,0.101,0.099,0.13,0.086,0.109,0.146,0.09,0.123,0.1,0.085,0.084,0.131,0.101,0.148,0.109,0.097,0.086,0.13,0.108,0.087,0.085,0.084,0.085,0.133,0.112,0.086,0.088,0.109,0.152,0.088,0.099,0.102,0.124,0.085,0.085,0.11,0.13,0.086,0.151,0.102,0.099,0.087,0.13,0.088,0.111,0.085,0.085,0.083,0.085,0.084,0.084,0.085,0.084,0.084,0.084,0.085,0.084,0.086
26.5,0.086,0.084,0.084,0.086,0.087,0.086,0.086,0.088,0.086,0.087,0.085,0.084,0.083,0.099,0.131,0.11,0.088,0.146,0.102,0.128,0.088,0.105,0.088,0.085,0.084,0.087,0.087,0.13,0.101,0.086,0.13,0.105,0.108,0.099,0.135,0.086,0.084,0.107,0.101,0.099,0.13,0.086,0.109,0.146,0.09,0.123,0.1,0.085,0.084,0.132,0.101,0.149,0.109,0.097,0.086,0.13,0.108,0.087,0.085,0.084,0.085,0.133,0.112,0.086,0.088,0.109,0.152,0.088,0.1,0.102,0.124,0.085,0.085,0.11,0.131,0.086,0.151,0.101,0.099,0.087,0.13,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.084,0.085,0.085,0.084,0.085,0.085,0.084,0.086
27,0.086,0.085,0.084,0.086,0.087,0.086,0.087,0.089,0.086,0.087,0.085,0.084,0.083,0.099,0.131,0.11,0.088,0.147,0.102,0.129,0.088,0.106,0.088,0.086,0.084,0.087,0.087,0.13,0.102,0.086,0.13,0.105,0.108,0.099,0.134,0.085,0.084,0.107,0.101,0.099,0.13,0.086,0.109,0.146,0.09,0.123,0.1,0.085,0.084,0.132,0.101,0.149,0.109,0.097,0.086,0.13,0.108,0.087,0.085,0.084,0.085,0.133,0.112,0.086,0.088,0.109,0.152,0.088,0.099,0.102,0.124,0.085,0.085,0.11,0.13,0.086,0.152,0.102,0.099,0.087,0.13,0.088,0.111,0.085,0.085,0.084,0.085,0.084,0.085,0.085,0.085,0.084,0.085,0.086,0.084,0.086
27.5,0.086,0.085,0.084,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.085,0.084,0.083,0.099,0.131,0.11,0.088,0.147,0.102,0.129,0.088,0.105,0.088,0.086,0.084,0.087,0.087,0.13,0.102,0.086,0.13,0.106,0.108,0.099,0.134,0.085,0.084,0.107,0.102,0.099,0.13,0.086,0.109,0.146,0.09,0.122,0.1,0.085,0.085,0.132,0.101,0.149,0.109,0.098,0.086,0.13,0.108,0.087,0.085,0.084,0.085,0.133,0.112,0.086,0.088,0.109,0.152,0.089,0.1,0.102,0.124,0.085,0.085,0.11,0.131,0.087,0.152,0.101,0.099,0.087,0.131,0.088,0.111,0.085,0.085,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.085,0.084,0.086
28,0.086,0.085,0.084,0.086,0.087,0.086,0.087,0.088,0.086,0.087,0.085,0.084,0.084,0.099,0.131,0.11,0.088,0.147,0.102,0.129,0.088,0.105,0.088,0.086,0.084,0.087,0.087,0.13,0.102,0.086,0.13,0.106,0.108,0.099,0.134,0.085,0.084,0.107,0.101,0.099,0.13,0.086,0.109,0.146,0.09,0.122,0.1,0.085,0.085,0.132,0.101,0.149,0.109,0.097,0.086,0.13,0.108,0.087,0.085,0.084,0.085,0.133,0.112,0.086,0.088,0.109,0.152,0.089,0.1,0.102,0.124,0.085,0.085,0.11,0.131,0.086,0.152,0.103,0.099,0.087,0.13,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.084,0.086
28.5,0.086,0.085,0.085,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.085,0.084,0.084,0.1,0.131,0.11,0.088,0.148,0.102,0.129,0.088,0.105,0.089,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.13,0.106,0.108,0.099,0.133,0.086,0.084,0.107,0.1,0.099,0.13,0.087,0.11,0.147,0.091,0.123,0.1,0.085,0.085,0.132,0.101,0.15,0.11,0.097,0.086,0.13,0.108,0.088,0.085,0.084,0.085,0.134,0.112,0.086,0.088,0.109,0.153,0.089,0.1,0.102,0.124,0.085,0.085,0.11,0.131,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.084,0.084,0.085,0.085,0.084,0.085,0.086,0.085,0.086
29,0.086,0.085,0.085,0.087,0.088,0.086,0.087,0.089,0.086,0.087,0.085,0.084,0.084,0.099,0.131,0.11,0.088,0.148,0.102,0.129,0.088,0.105,0.088,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.13,0.106,0.108,0.099,0.133,0.086,0.084,0.107,0.101,0.099,0.13,0.087,0.109,0.147,0.091,0.122,0.1,0.085,0.085,0.132,0.101,0.15,0.11,0.097,0.086,0.13,0.108,0.087,0.085,0.084,0.085,0.134,0.112,0.086,0.088,0.109,0.153,0.089,0.1,0.102,0.124,0.085,0.085,0.11,0.131,0.086,0.152,0.101,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.084,0.086
29.5,0.086,0.085,0.084,0.086,0.088,0.086,0.087,0.088,0.086,0.087,0.085,0.084,0.084,0.099,0.131,0.11,0.088,0.148,0.102,0.129,0.088,0.105,0.088,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.13,0.105,0.108,0.099,0.132,0.086,0.084,0.107,0.101,0.099,0.13,0.086,0.109,0.147,0.09,0.122,0.1,0.085,0.085,0.132,0.101,0.15,0.109,0.097,0.086,0.13,0.108,0.088,0.085,0.084,0.085,0.133,0.112,0.085,0.088,0.109,0.153,0.088,0.099,0.102,0.124,0.085,0.085,0.11,0.131,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.084,0.084,0.085,0.085,0.084,0.086
30,0.086,0.085,0.085,0.086,0.088,0.086,0.087,0.089,0.087,0.087,0.085,0.084,0.084,0.1,0.131,0.11,0.087,0.148,0.102,0.129,0.088,0.105,0.088,0.086,0.084,0.087,0.087,0.13,0.102,0.086,0.13,0.106,0.108,0.099,0.132,0.085,0.084,0.108,0.101,0.099,0.13,0.086,0.109,0.147,0.091,0.123,0.1,0.085,0.085,0.132,0.101,0.15,0.11,0.097,0.086,0.13,0.108,0.087,0.085,0.084,0.085,0.134,0.112,0.086,0.088,0.109,0.153,0.089,0.099,0.102,0.123,0.085,0.085,0.11,0.131,0.086,0.152,0.101,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.085,0.085,0.086
30.5,0.086,0.085,0.085,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.085,0.084,0.083,0.099,0.131,0.11,0.088,0.148,0.102,0.129,0.088,0.105,0.088,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.13,0.106,0.108,0.099,0.132,0.085,0.084,0.107,0.101,0.099,0.13,0.086,0.109,0.147,0.09,0.122,0.099,0.085,0.085,0.132,0.101,0.15,0.11,0.097,0.086,0.13,0.108,0.087,0.085,0.084,0.085,0.134,0.112,0.086,0.088,0.109,0.153,0.088,0.099,0.102,0.124,0.085,0.085,0.11,0.131,0.086,0.152,0.101,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.084,0.085,0.085,0.084,0.085,0.085,0.084,0.086
31,0.086,0.085,0.085,0.086,0.088,0.086,0.087,0.088,0.086,0.087,0.084,0.084,0.084,0.1,0.131,0.11,0.088,0.148,0.102,0.13,0.088,0.105,0.088,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.13,0.105,0.108,0.099,0.131,0.086,0.084,0.108,0.101,0.099,0.13,0.086,0.109,0.147,0.09,0.122,0.1,0.085,0.085,0.132,0.101,0.15,0.11,0.097,0.086,0.13,0.108,0.088,0.085,0.084,0.085,0.133,0.112,0.086,0.088,0.109,0.153,0.089,0.1,0.102,0.123,0.085,0.085,0.11,0.131,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.085,0.086
31.5,0.086,0.085,0.084,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.085,0.084,0.084,0.099,0.131,0.11,0.088,0.149,0.102,0.129,0.088,0.105,0.088,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.13,0.106,0.108,0.099,0.131,0.085,0.084,0.107,0.101,0.099,0.13,0.086,0.109,0.147,0.09,0.122,0.099,0.085,0.085,0.132,0.101,0.15,0.109,0.097,0.086,0.13,0.108,0.087,0.085,0.084,0.085,0.134,0.112,0.086,0.088,0.109,0.153,0.089,0.1,0.102,0.123,0.085,0.085,0.11,0.131,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.084,0.085,0.085,0.085,0.084,0.085,0.085,0.085,0.086
32,0.086,0.085,0.085,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.085,0.084,0.084,0.1,0.132,0.11,0.088,0.149,0.102,0.13,0.088,0.105,0.088,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.13,0.106,0.108,0.099,0.131,0.085,0.084,0.108,0.101,0.099,0.131,0.086,0.109,0.147,0.09,0.122,0.1,0.085,0.085,0.132,0.101,0.15,0.11,0.097,0.086,0.13,0.108,0.087,0.085,0.084,0.085,0.134,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.123,0.085,0.085,0.11,0.131,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.084,0.086
32.5,0.086,0.085,0.085,0.086,0.088,0.086,0.087,0.089,0.087,0.087,0.085,0.085,0.084,0.1,0.132,0.111,0.088,0.149,0.102,0.13,0.088,0.105,0.089,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.131,0.106,0.108,0.099,0.131,0.086,0.084,0.108,0.101,0.099,0.131,0.087,0.109,0.148,0.09,0.122,0.1,0.085,0.085,0.132,0.101,0.15,0.109,0.097,0.086,0.13,0.109,0.088,0.085,0.085,0.086,0.134,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.124,0.085,0.086,0.111,0.131,0.087,0.152,0.102,0.099,0.087,0.131,0.089,0.111,0.085,0.086,0.084,0.085,0.084,0.085,0.085,0.085,0.084,0.085,0.086,0.085,0.086
33,0.086,0.085,0.084,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.085,0.084,0.084,0.1,0.132,0.111,0.088,0.149,0.102,0.13,0.088,0.105,0.088,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.131,0.106,0.107,0.099,0.13,0.085,0.084,0.107,0.101,0.099,0.13,0.086,0.109,0.148,0.09,0.121,0.099,0.085,0.085,0.132,0.101,0.151,0.11,0.097,0.086,0.13,0.108,0.087,0.085,0.084,0.085,0.134,0.112,0.086,0.088,0.109,0.153,0.089,0.1,0.102,0.123,0.085,0.085,0.11,0.131,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.084,0.085,0.085,0.085,0.084,0.085,0.086,0.085,0.086
33.5,0.087,0.085,0.084,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.084,0.085,0.084,0.1,0.132,0.11,0.088,0.149,0.102,0.13,0.088,0.105,0.089,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.131,0.106,0.108,0.099,0.13,0.086,0.084,0.108,0.101,0.099,0.131,0.086,0.109,0.148,0.09,0.122,0.099,0.085,0.085,0.132,0.101,0.151,0.109,0.097,0.086,0.13,0.109,0.088,0.085,0.085,0.085,0.134,0.112,0.086,0.088,0.11,0.154,0.089,0.1,0.102,0.123,0.085,0.086,0.111,0.131,0.087,0.153,0.103,0.098,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.085,0.086
34,0.086,0.085,0.084,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.084,0.084,0.084,0.099,0.132,0.111,0.088,0.15,0.102,0.13,0.088,0.105,0.088,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.131,0.106,0.108,0.098,0.129,0.085,0.084,0.108,0.101,0.099,0.131,0.086,0.109,0.148,0.09,0.122,0.099,0.085,0.085,0.132,0.101,0.151,0.109,0.097,0.086,0.13,0.109,0.087,0.085,0.084,0.085,0.134,0.112,0.086,0.088,0.109,0.154,0.088,0.099,0.102,0.123,0.085,0.085,0.111,0.131,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.085,0.086
